Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
ZBB;ZBB Energy Corporation;1.78;44958706;Public Utilities;Electric Utilities: Central;AMEX;0.61
AAL;American Airlines Group, Inc.;41.22;29686488230;Transportation;Air Freight/Delivery Services;NASDAQ;1.69
AAME;Atlantic American Corporation;3.52;73207027.52;Finance;Life Insurance;NASDAQ;4.83
AAOI;Applied Optoelectronics, Inc.;20.5;303093832.5;Technology;Semiconductors;NASDAQ;7.41
AAON;AAON, Inc.;31.44;1151312678;Capital Goods;Industrial Machinery/Components;NASDAQ;4.69
AAPL;Apple Inc.;628.65;5.42E+11;Technology;Computer Manufacturing;NASDAQ;139.46
AAWW;Atlas Air Worldwide Holdings;35.655;899642645.7;Transportation;Transportation Services;NASDAQ;52.64
ABAX;ABAXIS, Inc.;41.79;929660340;Capital Goods;Industrial Machinery/Components;NASDAQ;8.69
ABCB;Ameris Bancorp;21.11;531089243.1;Finance;Major Banks;NASDAQ;11.93
ABCO;The Advisory Board Company;48.55;1754681817;Consumer Services;Other Consumer Services;NASDAQ;9.29
ABGB;Abengoa, S.A.;24.09;439515401.2;Consumer Services;Military/Government/Technical;NASDAQ;1.09
ABIO;ARCA biopharma, Inc.;1.43;30045465.45;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;1.02
ABMD;ABIOMED, Inc.;22.89;913926809.7;Health Care;Medical/Dental Instruments;NASDAQ;4.23
ABTL;Autobytel Inc.;13.05;117346617.9;Technology;Computer Software: Programming, Data Processing;NASDAQ;7.42
ACAD;ACADIA Pharmaceuticals Inc.;20.45;2024065867;Health Care;Major Pharmaceuticals;NASDAQ;3.7
ACAS;American Capital, Ltd.;14.84;3976538851;NA;NA;NASDAQ;19.29
ACAT;Arctic Cat Inc.;34.02;447146122.5;Capital Goods;Industrial Specialties;NASDAQ;15.8
ACET;Aceto Corporation;17.3;497026059;Consumer Durables;Specialty Chemicals;NASDAQ;7.85
ACFC;Atlantic Coast Financial Corporation;4.26;66068599.86;Finance;Savings Institutions;NASDAQ;4.42
ACFN;Acorn Energy, Inc.;1.4;31065827.8;Consumer Services;Military/Government/Technical;NASDAQ;1.28
ACGL;Arch Capital Group Ltd.;57.04;7649037533;Finance;Property-Casualty Insurers;NASDAQ;42.22
ACHC;Acadia Healthcare Company, Inc.;42.04;2134560106;Health Care;Medical Specialities;NASDAQ;9.88
ACHN;Achillion Pharmaceuticals, Inc.;2.78;269092763.2;Health Care;Major Pharmaceuticals;NASDAQ;1.43
ACIW;ACI Worldwide, Inc.;53.38;2024454969;Technology;Computer Software: Prepackaged Software;NASDAQ;12.62
ACLS;Axcelis Technologies, Inc.;1.84;204612734.3;Technology;Industrial Machinery/Components;NASDAQ;1.6
ACNB;ACNB Corporation;19.8;118731670.2;Finance;Major Banks;NASDAQ;18.07
ACOR;Acorda Therapeutics, Inc.;32.55;1355575022;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;10.98
ACPW;Active Power, Inc.;2.655;61274110.46;Public Utilities;Electric Utilities: Central;NASDAQ;1.19
ACRX;AcelRx Pharmaceuticals, Inc.;9.18;397641834.7;Health Care;Major Pharmaceuticals;NASDAQ;1.5
ACTG;Acacia Research Corporation;16.13;807512802.7;Miscellaneous;Multi-Sector Companies;NASDAQ;10.57
ACTS;Actions Semiconductor Co., Ltd.;1.92;165120000;Technology;Semiconductors;NASDAQ;3.98
ACUR;Acura Pharmaceuticals, Inc.;1.06;51778860.92;Health Care;Major Pharmaceuticals;NASDAQ;0.28
ACXM;Acxiom Corporation;22.46;1728412355;Technology;EDP Services;NASDAQ;8.91
ACST;Acasti Pharma, Inc.;0.8293;87791505.04;Health Care;Major Pharmaceuticals;NASDAQ;0.29
ADAT;Authentidate Holding Corp.;0.74;28385389.16;Technology;EDP Services;NASDAQ;0.18
ADBE;Adobe Systems Incorporated;64.64;32173295060;Technology;Computer Software: Prepackaged Software;NASDAQ;13.26
ADEP;Adept Technology, Inc.;11.48;149844720.5;Technology;Industrial Machinery/Components;NASDAQ;1.56
ADHD;Alcobra Ltd.;16.87;230051280.8;Health Care;Major Pharmaceuticals;NASDAQ;3.1
ADI;Analog Devices, Inc.;52.37;16451794755;Technology;Semiconductors;NASDAQ;15.7
ADMP;Adamis Pharmaceuticals Corporation;5.65;59155426.55;Health Care;Major Pharmaceuticals;NASDAQ;1.02
ADMS;Adamas Pharmaceuticals, Inc.;17.87;298568779.1;Health Care;Major Pharmaceuticals;NASDAQ;5.36
ADNC;Audience, Inc.;12.28;274720804.3;Technology;Semiconductors;NASDAQ;6.94
ADP;Automatic Data Processing, Inc.;79.38;38269275176;Technology;EDP Services;NASDAQ;13.73
ADSK;Autodesk, Inc.;52.52;11947188204;Technology;Computer Software: Prepackaged Software;NASDAQ;10.06
ADTN;ADTRAN, Inc.;21.29;1201122103;Public Utilities;Telecommunications Equipment;NASDAQ;10.64
ADUS;Addus HomeCare Corporation;22.69;248479392.6;Health Care;Medical/Nursing Services;NASDAQ;10.74
ADXS;Advaxis, Inc.;2.8;53240504.8;Health Care;Major Pharmaceuticals;NASDAQ;1.06
AEGN;Aegion Corp;24.06;913733380.9;Basic Industries;Water Supply;NASDAQ;19.02
AEGR;Aegerion Pharmaceuticals, Inc.;30.4;896281710.4;Health Care;Major Pharmaceuticals;NASDAQ;3.65
AEHR;Aehr Test Systems;2.2605;24946864.44;Capital Goods;Electrical Products;NASDAQ;0.58
AEIS;Advanced Energy Industries, Inc.;19;781072862;Capital Goods;Industrial Machinery/Components;NASDAQ;11.6
AEPI;AEP Industries Inc.;30.86;172887996.4;Capital Goods;Specialty Chemicals;NASDAQ;14.4
AERI;Aerie Pharmaceuticals, Inc.;15.97;374289768.4;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;2.67
AETI;American Electric Technologies, Inc.;6.25;51100518.75;Energy;Industrial Machinery/Components;NASDAQ;3.23
AEY;ADDvantage Technologies Group, Inc.;3;30052590;Consumer Services;Office Equipment/Supplies/Services;NASDAQ;3.85
AEZS;AEterna Zentaris Inc.;1.07;60469946.83;Health Care;Major Pharmaceuticals;NASDAQ;0.29
AFAM;Almost Family Inc;20.16;190480369;Health Care;Medical/Nursing Services;NASDAQ;23.14
AFCB;Athens Bancshares Corporation;21.45;38760686.25;Finance;Savings Institutions;NASDAQ;22.26
AFFX;Affymetrix, Inc.;8.2;596532698;Capital Goods;Biotechnology: Laboratory Analytical Instruments;NASDAQ;3.66
AFH;Atlas Financial Holdings, Inc.;14.97;171821513.3;Finance;Property-Casualty Insurers;NASDAQ;6.8
AFOP;Alliance Fiber Optic Products, Inc.;20.75;383283645.8;Technology;Semiconductors;NASDAQ;4.7
AFSI;AmTrust Financial Services, Inc.;42.32;3192272337;Finance;Property-Casualty Insurers;NASDAQ;19.46
AGEN;Agenus Inc.;3.03;188576170.8;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;1.02
AGII;Argo Group International Holdings, Ltd.;47.71;1248566072;Finance;Specialty Insurers;NASDAQ;60.28
AGIO;Agios Pharmaceuticals, Inc.;33.854;1149534338;Health Care;Major Pharmaceuticals;NASDAQ;3.81
AGNC;American Capital Agency Corp.;23.71;8364620243;Consumer Services;Real Estate Investment Trusts;NASDAQ;24.51
AGRX;Agile Therapeutics, Inc.;5.97;110994592.2;NA;NA;NASDAQ;0.27
AGYS;Agilysys, Inc.;14.67;329794054.8;Technology;EDP Services;NASDAQ;5.89
AHGP;Alliance Holdings GP, L.P.;66.14;3959338820;Energy;Coal Mining;NASDAQ;8.58
AHPI;Allied Healthcare Products, Inc.;2.345;18823659.72;Health Care;Industrial Specialties;NASDAQ;2.85
AIMC;Altra Industrial Motion Corp.;34.46;932742914.1;Capital Goods;Industrial Machinery/Components;NASDAQ;10.3
AIRM;Air Methods Corporation;47.45;1857735875;Transportation;Transportation Services;NASDAQ;9.73
AIRT;Air T, Inc.;11.7;27553827.6;Transportation;Air Freight/Delivery Services;NASDAQ;11.54
AIXG;Aixtron SE;14.49;1616292411;Technology;Industrial Machinery/Components;NASDAQ;5.53
AKAM;Akamai Technologies, Inc.;54.36;9676138220;Miscellaneous;Business Services;NASDAQ;15.19
AKAO;Achaogen, Inc.;13.7;242224863.9;Health Care;Major Pharmaceuticals;NASDAQ;4.46
AKBA;Akebia Therapeutics, Inc.;24.65;499465522.5;Health Care;Major Pharmaceuticals;NASDAQ;57.42
AKER;Akers Biosciences Inc;3.7801;18502973.34;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;3.4
AKRX;Akorn, Inc.;28.17;2927470345;Health Care;Major Pharmaceuticals;NASDAQ;2.83
ALCO;Alico, Inc.;37.15;273271313.5;Consumer Non-Durables;Farming/Seeds/Milling;NASDAQ;19.21
ALCS;ALCO Stores, Inc.;9.15;29812182.3;Consumer Services;Department/Specialty Retail Stores;NASDAQ;23.37
ALDX;Aldeyra Therapeutics, Inc.;6.0901;33313845.78;Health Care;Major Pharmaceuticals;NASDAQ;0.4
ALGN;Align Technology, Inc.;55.01;4490763574;Health Care;Industrial Specialties;NASDAQ;8.54
ALGT;Allegiant Travel Company;119.11;2132946007;Transportation;Air Freight/Delivery Services;NASDAQ;18.8
ALKS;Alkermes plc;46.56;6728626595;Health Care;Major Pharmaceuticals;NASDAQ;9.27
ALLB;Alliance Bancorp, Inc. of Pennsylvania;15.6;65308386;Finance;Savings Institutions;NASDAQ;16.5
ALLT;Allot Communications Ltd.;13.03;428388847.5;Technology;Computer Communications Equipment;NASDAQ;5.23
ALNY;Alnylam Pharmaceuticals, Inc.;57.95;4378319008;Health Care;Major Pharmaceuticals;NASDAQ;12.65
ALOG;Analogic Corporation;68.8;854063385.6;Capital Goods;Electrical Products;NASDAQ;40.33
ALOT;Astro-Med, Inc.;14.35;109127932.9;Technology;Computer peripheral equipment;NASDAQ;8.96
ALQA;Alliqua, Inc.;6.95;109378655.2;Health Care;Medical/Dental Instruments;NASDAQ;0.9
ALSK;Alaska Communications Systems Group, Inc.;1.77;87397721.88;Public Utilities;Telecommunications Equipment;NASDAQ;2.71
ALTI;Altair Nanotechnologies Inc.;2.9781;34516378.53;Basic Industries;Major Chemicals;NASDAQ;2.34
ALTR;Altera Corporation;33.11;10371919603;Technology;Semiconductors;NASDAQ;11.03
ALXN;Alexion Pharmaceuticals, Inc.;167.05;33041897975;Health Care;Major Pharmaceuticals;NASDAQ;13.63
AMAG;AMAG Pharmaceuticals, Inc.;18.03;395129126.8;Health Care;Major Pharmaceuticals;NASDAQ;8.74
AMAP;AutoNavi Holdings Limited;20.85;1381338437;Technology;Computer Software: Prepackaged Software;NASDAQ;6.24
AMAT;Applied Materials, Inc.;20.52;24981076728;Technology;Semiconductors;NASDAQ;6.14
AMBA;Ambarella, Inc.;24.91;727390807.1;Technology;Semiconductors;NASDAQ;5.44
AMBC;Ambac Financial Group, Inc.;28.42;1278973182;Finance;Property-Casualty Insurers;NASDAQ;21.18
AMBI;Ambit Biosciences Corporation;6.69;120241477.4;Health Care;Major Pharmaceuticals;NASDAQ;2.74
AMCC;Applied Micro Circuits Corporation;8.92;661659277.1;Technology;Semiconductors;NASDAQ;1.92
AMCF;Andatee China Marine Fuel Services Corporation;1.95;19998835.35;Energy;Oil Refining/Marketing;NASDAQ;5.29
AMCN;AirMedia Group Inc;2.05;122112487.4;Technology;Advertising;NASDAQ;4.38
AMDA;Amedica Corporation;5.74;70948431.96;Health Care;Medical/Dental Instruments;NASDAQ;1.66
AMED;Amedisys Inc;14.01;459704596.1;Health Care;Medical/Nursing Services;NASDAQ;11.12
AMGN;Amgen Inc.;116.45;88155170910;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;30.05
AMIC;American Independence Corp.;12.595;101757712.9;Finance;Accident &Health Insurance;NASDAQ;12.94
AMKR;Amkor Technology, Inc.;10.32;2441385547;Technology;Semiconductors;NASDAQ;4.52
AMNB;American National Bankshares, Inc.;22.11;174784922.7;Finance;Major Banks;NASDAQ;21.57
AMOT;Allied Motion Technologies, Inc.;14.86;137325732.9;Capital Goods;Electrical Products;NASDAQ;5.47
AMOV;America Movil, S.A.B. de C.V.;19.4696;68606003000;Public Utilities;Telecommunications Equipment;NASDAQ;4.52
AMRB;American River Bankshares;8.76;71245404.12;Finance;Major Banks;NASDAQ;10.56
AMRI;Albany Molecular Research, Inc.;16.84;545005886.8;Health Care;Biotechnology: Commercial Physical & Biological Resarch;NASDAQ;8.03
AMRK;A-Mark Precious Metals, Inc.;11;81429304;Basic Industries;Other Specialty Stores;NASDAQ;6.47
AMSC;American Superconductor Corporation;1.36;92669918.56;Consumer Durables;Metal Fabrications;NASDAQ;1.63
AMSF;AMERISAFE, Inc.;36.98;690581493.8;Finance;Property-Casualty Insurers;NASDAQ;22.7
AMSG;Amsurg Corp.;45.58;1482765532;Health Care;Medical/Nursing Services;NASDAQ;24.62
AMSWA;American Software, Inc.;9.57;267462312.2;Technology;Computer Software: Prepackaged Software;NASDAQ;3.23
AMWD;American Woodmark Corporation;27.74;431090390.9;Basic Industries;Forest Products;NASDAQ;11.63
AMZN;Amazon.com, Inc.;308.84;1.42E+11;Consumer Services;Catalog/Specialty Distribution;NASDAQ;22.45
ANAC;Anacor Pharmaceuticals, Inc.;14.13;592210597.1;Health Care;Major Pharmaceuticals;NASDAQ;2.52
ANAD;ANADIGICS, Inc.;1.05;89839105.65;Technology;Semiconductors;NASDAQ;0.79
ANAT;American National Insurance Company;113.02;3037045411;Finance;Life Insurance;NASDAQ;159.37
ANCB;Anchor Bancorp;19.4;49470000;Finance;Banks;NASDAQ;21.4
ANCI;American Caresource Holdings Inc;2.83;19000506.8;Health Care;Hospital/Nursing Management;NASDAQ;1.18
ANCX;Access National Corporation;14.61;152138663.6;Finance;Savings Institutions;NASDAQ;9
ANDE;The Andersons, Inc.;50.9;1435380000;Consumer Services;Farming/Seeds/Milling;NASDAQ;25.56
ANGO;AngioDynamics, Inc.;14.01;496180499.7;Health Care;Medical/Dental Instruments;NASDAQ;15.24
ANIK;Anika Therapeutics Inc.;47.4;683575308;Health Care;Medical/Dental Instruments;NASDAQ;10.71
ANIP;ANI Pharmaceuticals, Inc.;31.5;355756149;Health Care;Major Pharmaceuticals;NASDAQ;8.16
ANSS;ANSYS, Inc.;73.8;6838524308;Technology;Computer Software: Prepackaged Software;NASDAQ;23.83
ANTH;Anthera Pharmaceuticals, Inc.;3.1;64751516.6;Health Care;Major Pharmaceuticals;NASDAQ;0.53
AOSL;Alpha and Omega Semiconductor Limited;8.26;215855722;Technology;Semiconductors;NASDAQ;10.79
APAGF;Apco Oil and Gas International Inc.;14.01;412471800.4;Energy;Oil & Gas Production;NASDAQ;10.81
APEI;American Public Education, Inc.;34.7;606421919.2;Consumer Services;Other Consumer Services;NASDAQ;12.26
APOG;Apogee Enterprises, Inc.;30.04;874388368.8;Capital Goods;Auto Parts:O.E.M.;NASDAQ;12.18
APOL;Apollo Education Group, Inc.;26.66;2967098040;Consumer Services;Other Consumer Services;NASDAQ;10.62
APPY;Venaxis, Inc.;2.06;63790561.52;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;0.53
APRI;Apricus Biosciences, Inc;2.25;85173912;Health Care;Major Pharmaceuticals;NASDAQ;0.24
APSA;Alto Palermo S.A.;20;630070240;Consumer Services;Building operators;NASDAQ;3.84
APWC;Asia Pacific Wire & Cable Corporation Limited;2.7;37313106.3;Basic Industries;Telecommunications Equipment;NASDAQ;11.38
AQU;Aquasition Corp.;10.22;74662210;Finance;Business Services;NASDAQ;0.93
AQUUU;Aquasition Corp.;10.32;67985580;Finance;Business Services;NASDAQ;0.02
AQXP;Aquinox Pharmaceuticals, Inc.;9.74;103977032.4;Health Care;Major Pharmaceuticals;NASDAQ;5.16
ARAY;Accuray Incorporated;8.49;651729161.7;Health Care;Medical/Dental Instruments;NASDAQ;1.25
ARCB;ArcBest Corporation;42.63;1108156065;Transportation;Trucking Freight/Courier Services;NASDAQ;19.88
ARCI;Appliance Recycling Centers of America, Inc.;4.19;23384084.13;Consumer Services;Home Furnishings;NASDAQ;2.87
ARCP;American Realty Capital Properties, Inc.;12.37;9524895077;Consumer Services;Real Estate Investment Trusts;NASDAQ;11.73
ARCPP;American Realty Capital Properties, Inc.;23.99;1031570000;Consumer Services;Real Estate Investment Trusts;NASDAQ;11.73
ARCW;ARC Group Worldwide, Inc.;13;193799723;Capital Goods;Metal Fabrications;NASDAQ;2.04
AREX;Approach Resources Inc.;19.37;762626284.3;Energy;Oil & Gas Production;NASDAQ;18.24
ARGS;Argos Therapeutics, Inc.;8.39;164900097.2;Health Care;Major Pharmaceuticals;NASDAQ;3.66
ARIA;ARIAD Pharmaceuticals, Inc.;6.94;1296380153;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.78
ARII;American Railcar Industries, Inc.;65.09;1389821012;Capital Goods;Railroads;NASDAQ;20.87
ARIS;ARI Network Services, Inc.;2.807;37529216.67;Technology;Computer Software: Programming, Data Processing;NASDAQ;1.23
ARKR;Ark Restaurants Corp.;22.31;72787111.23;Consumer Services;Restaurants;NASDAQ;9.76
ARLP;Alliance Resource Partners, L.P.;91.41;3384941277;Energy;Coal Mining;NASDAQ;31.21
ARMH;ARM Holdings plc;46.08;21508052014;Technology;Semiconductors;NASDAQ;4.92
ARNA;Arena Pharmaceuticals, Inc.;6.06;1331079018;Health Care;Major Pharmaceuticals;NASDAQ;0.57
AROW;Arrow Financial Corporation;25.51;315074341.6;Finance;Major Banks;NASDAQ;15.75
ARQL;ArQule, Inc.;1.39;87185724.77;Health Care;Major Pharmaceuticals;NASDAQ;0.87
ARRS;ARRIS Group, Inc.;32.83;4719296577;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;9.5
ARTNA;Artesian Resources Corporation;22.05;195540502.5;Public Utilities;Water Supply;NASDAQ;13.85
ARTW;"Art&#39;s-Way Manufacturing Co., Inc.";5.81;23510467.12;Capital Goods;Industrial Machinery/Components;NASDAQ;4.46
ARTX;Arotech Corporation;4.2;88074235.2;Miscellaneous;Industrial Machinery/Components;NASDAQ;2.51
ARUN;Aruba Networks, Inc.;17.99;1920788468;Technology;Computer peripheral equipment;NASDAQ;3.28
ARWR;Arrowhead Research Corporation;12;622468452;Health Care;Biotechnology: Commercial Physical & Biological Resarch;NASDAQ;3.69
ASBB;ASB Bancorp, Inc.;19.27;94704553.97;Finance;Savings Institutions;NASDAQ;22.18
ASBC;Associated Banc-Corp;17.45;2782473155;Finance;Major Banks;NASDAQ;17.64
ASBI;Ameriana Bancorp;13.85;41421915.2;Finance;Savings Institutions;NASDAQ;12.91
ASCMA;Ascent Capital Group, Inc.;60.97;846108797.2;Consumer Services;Other Consumer Services;NASDAQ;35.51
ASEI;American Science and Engineering, Inc.;65.8;517397638.8;Health Care;Medical Electronics;NASDAQ;25.08
ASFI;Asta Funding, Inc.;8.29;107639341.3;Finance;Finance Companies;NASDAQ;13.47
ASMI;ASM International N.V.;41.635;2645656688;Technology;Industrial Machinery/Components;NASDAQ;31.8
ASML;ASML Holding N.V.;85.89;37864806967;Technology;Industrial Machinery/Components;NASDAQ;21.82
ASNA;Ascena Retail Group, Inc.;16.53;2667236252;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;10.45
ASPS;Altisource Portfolio Solutions S.A.;110.05;2449291729;Consumer Services;Other Consumer Services;NASDAQ;7.24
ASPX;Auspex Pharmaceuticals, Inc.;20.87;492740846.1;Health Care;Major Pharmaceuticals;NASDAQ;4.46
ASRV;AmeriServ Financial Inc.;3.4;63902619.2;Finance;Major Banks;NASDAQ;4.98
ASTC;Astrotech Corporation;2.78;54234261.06;Capital Goods;Military/Government/Technical;NASDAQ;1.46
ASTE;Astec Industries, Inc.;39.32;900796782.3;Capital Goods;Construction/Ag Equipment/Trucks;NASDAQ;25.57
ASTI;Ascent Solar Technologies, Inc.;0.4;31616781.6;Technology;Semiconductors;NASDAQ;0.18
ASUR;Asure Software Inc;6.1692;36888274.88;Technology;EDP Services;NASDAQ;0.63
ASYS;Amtech Systems, Inc.;10.01;98522053.63;Technology;Industrial Machinery/Components;NASDAQ;6.6
ATAI;ATA Inc.;5.36;121136000;Consumer Services;Other Consumer Services;NASDAQ;2.96
ATAX;America First Multifamily Investors, L.P.;6.01;362120097.3;Finance;Finance: Consumer Services;NASDAQ;4.51
ATEA;Astea International, Inc.;1.41;5058091.59;Technology;Computer Software: Prepackaged Software;NASDAQ;0.14
ATEC;Alphatec Holdings, Inc.;1.44;140652558.7;Health Care;Medical/Dental Instruments;NASDAQ;1.72
ATHN;athenahealth, Inc.;126.06;4770354578;Miscellaneous;Business Services;NASDAQ;11.39
ATHX;Athersys, Inc.;1.68;129437508.5;Health Care;Major Pharmaceuticals;NASDAQ;0.39
ATLO;Ames National Corporation;22.35;208098905.6;Finance;Major Banks;NASDAQ;15.81
ATML;Atmel Corporation;8.3;3493950736;Technology;Semiconductors;NASDAQ;2.15
ATNI;Atlantic Tele-Network, Inc.;54.51;867244015.7;Public Utilities;Telecommunications Equipment;NASDAQ;40.88
ATNY;API Technologies Corp.;2.7;149532436.8;Technology;Semiconductors;NASDAQ;2.32
ATOS;Atossa Genetics Inc.;1.41;34444280.88;Health Care;Medical/Dental Instruments;NASDAQ;0.87
ATRC;AtriCure, Inc.;16.11;441503491.1;Health Care;Medical/Dental Instruments;NASDAQ;4.9
ATRI;ATRION Corporation;314.32;619041610.2;Health Care;Medical/Dental Instruments;NASDAQ;76.46
ATRM;Aetrium Incorporated;4.8;5180044.8;Capital Goods;Electrical Products;NASDAQ;3.39
ATRO;Astronics Corporation;54.5;982553250;Capital Goods;Military/Government/Technical;NASDAQ;10.04
ATRS;Antares Pharma, Inc.;2.87;373193326.7;Health Care;Medical/Dental Instruments;NASDAQ;0.49
ATSG;Air Transport Services Group, Inc;9;584527455;Transportation;Air Freight/Delivery Services;NASDAQ;5.79
ATTU;Attunity Ltd.;8.38;124436371.4;Technology;Computer Software: Prepackaged Software;NASDAQ;2.02
ATVI;Activision Blizzard, Inc;20.62;14758272182;Technology;Computer Software: Prepackaged Software;NASDAQ;9.69
AUBN;Auburn National Bancorporation, Inc.;24.25;88349612.75;Finance;Major Banks;NASDAQ;18.74
AUDC;AudioCodes Ltd.;6.48;279932591.5;Public Utilities;Telecommunications Equipment;NASDAQ;3.42
AUXL;Auxilium Pharmaceuticals, Inc.;22.12;1111733637;Health Care;Major Pharmaceuticals;NASDAQ;4.18
AVAV;AeroVironment, Inc.;32.07;730725661.4;Capital Goods;Aerospace;NASDAQ;14.55
AVEO;AVEO Pharmaceuticals, Inc.;1.09;56970442.49;Health Care;Major Pharmaceuticals;NASDAQ;1.24
AVGO;Avago Technologies Limited;71.64;17897846059;Technology;Semiconductors;NASDAQ;12.57
